execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
3,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
5,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
6,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
7,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
8,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
9,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
10,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,12,2,0.0,85.71428571428571,14.285714285714285,196,182,14,196,84,112,92.85714285714286,7.142857142857142,42.857142857142854,57.14285714285714,-13,12,1,-92.85714285714286,85.71428571428571,7.142857142857142,-98,98,-50.00000000000001,50.0,1
11,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
12,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,0,6,8,0.0,42.857142857142854,57.14285714285714,196,182,14,196,42,154,92.85714285714286,7.142857142857142,21.428571428571427,78.57142857142857,-13,6,7,-92.85714285714286,42.857142857142854,50.0,-140,140,-71.42857142857143,71.42857142857143,1
13,14,13,0,1,92.85714285714286,0.0,7.142857142857142,14,13,0,1,92.85714285714286,0.0,7.142857142857142,196,182,14,196,182,14,92.85714285714286,7.142857142857142,92.85714285714286,7.142857142857142,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
