execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
3,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,16,15,0,1,93.75,0.0,6.25,16,13,0,3,81.25,0.0,18.75,224,210,14,224,182,42,93.75,6.25,81.25,18.75,-2,0,2,-12.5,0.0,12.5,-28,28,-12.5,12.5,3
5,16,15,0,1,93.75,0.0,6.25,16,13,0,3,81.25,0.0,18.75,224,210,14,224,182,42,93.75,6.25,81.25,18.75,-2,0,2,-12.5,0.0,12.5,-28,28,-12.5,12.5,3
6,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
7,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
8,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
9,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
10,16,15,0,1,93.75,0.0,6.25,16,10,5,1,62.5,31.25,6.25,224,210,14,224,177,47,93.75,6.25,79.01785714285714,20.982142857142858,-5,5,0,-31.25,31.25,0.0,-33,33,-14.732142857142861,14.732142857142858,5
11,16,15,0,1,93.75,0.0,6.25,16,1,14,1,6.25,87.5,6.25,224,210,14,224,112,112,93.75,6.25,50.0,50.0,-14,14,0,-87.5,87.5,0.0,-98,98,-43.75,43.75,0
12,16,15,0,1,93.75,0.0,6.25,16,6,9,1,37.5,56.25,6.25,224,210,14,224,149,75,93.75,6.25,66.51785714285714,33.482142857142854,-9,9,0,-56.25,56.25,0.0,-61,61,-27.23214285714286,27.232142857142854,9
13,16,15,0,1,93.75,0.0,6.25,16,14,0,2,87.5,0.0,12.5,224,210,14,224,196,28,93.75,6.25,87.5,12.5,-1,0,1,-6.25,0.0,6.25,-14,14,-6.25,6.25,2
14,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
15,16,15,0,1,93.75,0.0,6.25,16,11,0,5,68.75,0.0,31.25,224,210,14,224,154,70,93.75,6.25,68.75,31.25,-4,0,4,-25.0,0.0,25.0,-56,56,-25.0,25.0,5
16,16,15,0,1,93.75,0.0,6.25,16,15,0,1,93.75,0.0,6.25,224,210,14,224,210,14,93.75,6.25,93.75,6.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
