class_name,class_original_classification,classification_final_list
Artifact,category,is
CASE_Tool,subkind,is
Composite_Artifact,category,can
Document,kind,is
Document_Template,kind,can
Hardware_Equipment,kind,is
Hardware_Resource,role,is
Information_Item,kind,can
Method,kind,is
Model,kind,is
Procedure,category,can
Resource,rolemixin,can
Simple_Artifact,category,can
Software_Item,kind,is
Software_Product,kind,is
Software_Project,subkind,is
Software_Resource,role,is
Standard_Process_Definition_Document,kind,is
Technique,kind,is
