class_name,class_original_classification,classification_final_list
EvacuationOrganization,subkind,can
FloodDefenseManager,role,can
FloodDefenseMeasuresImplementer,role,can
FloodDefenseOrganization,subkind,can
FloodEvacuationImplementer,role,is
FloodEvacuationManager,role,can
FloodForecaster,role,can
FloodManagementOrganization,subkind,is
HighWaterController,role,is
HighWaterProtectionImplementer,role,can
HighWaterProtectionMeasureEvaluator,role,can
Organization,kind,can
WeatherForecaster,role,can
WeatherOrganization,subkind,can
