class_name,class_original_classification,classification_final_list
Agriculture,subkind,is
Arts,subkind,can
AstronomicalTheory,subkind,is
Biology,subkind,is
Botany,subkind,can
Dance,subkind,is
Ethics,subkind,is
FirstPhilosophy-Metaphysics,subkind,can
Mathematics,subkind,is
Medicine,subkind,is
Music,subkind,is
NaturalPhilosophy-Physics,subkind,can
Politics,subkind,can
PracticalSciences,kind,is
ProductiveSciences,kind,is
Psychology,subkind,can
Science-Knowledge,category,is
Ship-building,subkind,is
SpecialSciences,subkind,is
Theatre,subkind,is
TheoreticalSciences,kind,is
