class_name,class_original_classification,classification_final_list
Agriculture,subkind,can
Arts,subkind,can
AstronomicalTheory,subkind,is
Biology,subkind,is
Botany,subkind,can
Dance,subkind,can
Ethics,subkind,can
FirstPhilosophy-Metaphysics,subkind,is
Mathematics,subkind,can
Medicine,subkind,can
Music,subkind,is
NaturalPhilosophy-Physics,subkind,can
Politics,subkind,can
PracticalSciences,kind,can
ProductiveSciences,kind,is
Psychology,subkind,can
Science-Knowledge,category,is
Ship-building,subkind,can
SpecialSciences,subkind,is
Theatre,subkind,can
TheoreticalSciences,kind,is
