class_name,class_original_classification,classification_final_list
EvacuationOrganization,subkind,can
FloodDefenseManager,role,is
FloodDefenseMeasuresImplementer,role,can
FloodDefenseOrganization,subkind,is
FloodEvacuationImplementer,role,is
FloodEvacuationManager,role,is
FloodForecaster,role,is
FloodManagementOrganization,subkind,is
HighWaterController,role,is
HighWaterProtectionImplementer,role,is
HighWaterProtectionMeasureEvaluator,role,is
Organization,kind,is
WeatherForecaster,role,is
WeatherOrganization,subkind,can
