class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Legal_Care_Relator,none,other,False,True,False,2,0
Legal_Relator,none,other,False,False,True,1,9
Lex_Posterior_Relator,none,other,False,True,False,3,0
Lex_Specialis_Relator,none,other,False,True,False,3,0
Lex_Superior_Relator,none,other,False,True,False,3,0
Norm_Relator,none,other,False,False,True,2,3
Obligation,none,other,False,True,False,4,0
Permission,none,other,False,False,True,3,2
Prohibition,none,other,False,True,False,4,0
Qualification,none,other,False,False,True,2,3
Social_Relator,none,other,True,False,False,0,10
