execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
3,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
5,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
6,10,9,0,1,90.0,0.0,10.0,10,0,9,1,0.0,90.0,10.0,140,126,14,140,63,77,90.0,10.0,45.0,55.00000000000001,-9,9,0,-90.0,90.0,0.0,-63,63,-45.0,45.00000000000001,0
7,10,9,0,1,90.0,0.0,10.0,10,0,4,6,0.0,40.0,60.0,140,126,14,140,28,112,90.0,10.0,20.0,80.0,-9,4,5,-90.0,40.0,50.0,-98,98,-70.0,70.0,1
8,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
9,10,9,0,1,90.0,0.0,10.0,10,0,5,5,0.0,50.0,50.0,140,126,14,140,35,105,90.0,10.0,25.0,75.0,-9,5,4,-90.0,50.0,40.0,-91,91,-65.0,65.0,1
10,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
