class_name,class_original_classification,classification_final_list
Artifact,category,is
Composite_Artifact,category,can
Data_Definitions,subkind,is
Data_Model,subkind,can
Design_Document,subkind,can
Design_Evaluation_Document,subkind,is
Document,kind,is
Information_Item,kind,is
Interface_Specification,subkind,can
Model,kind,is
Requirements_Document,subkind,can
Simple_Artifact,category,can
Software_Architecture,subkind,is
Software_Item,kind,is
Software_Product,kind,is
User_Interface_Specification,subkind,can
