class_name,class_original_classification,classification_final_list
Accepted_Quote_Price,subkind,can
Booking_Price,subkind,is
Feature-Based_Price,subkind,is
Highest_Price_Offer,subkind,is
Job_Fee,subkind,can
Market_Price,subkind,is
Offering_Price,subkind,is
Paid_Price,subkind,can
Paid_Transaction_Price,subkind,is
Price,kind,is
Price_per_Quantity,subkind,is
Price_set_by_Provider,subkind,can
Proposed_Price,subkind,is
Received_Transaction_Price,subkind,is
Suggested_Price,subkind,is
Transaction_Price,subkind,is
