class_name,class_original_classification,classification_final_list
Chamber,category,can
HeartAsBloodContainer,role,can
HeartAsPump,kind,not
HumanBody,kind,can
HumanHeart,kind,is
LeftAtrium,kind,can
LeftAtriumAsBloodContainer,role,can
LeftAtriumAsPump,role,can
LeftVentricle,kind,can
LeftVentricleAsBloodContainer,role,can
LeftVentricleAsPump,role,can
Muscle,category,can
RightAtrium,kind,can
RightAtriumAsBloodContainer,role,can
RightAtriumAsPump,role,can
RightVentricle,kind,can
RightVentricleAsBloodContainer,role,is
RightVentricleAsPump,role,can
