class_name,class_original_classification,classification_final_list
Atomic,subkind,can
Composed,subkind,is
civil,role,is
civilServiceUnit,role,can
commandUnit,role,is
designatedRegistry,role,is
designatedSection,role,can
generalInspector,role,can
individual,subkind,can
internalAffairDepartment,subkind,is
military,role,can
organization,subkind,can
organizationalPart,subkind,is
policeIAD,subkind,can
registry,subkind,is
registryResponsible,role,can
section,subkind,is
sectionResponsible,role,can
serviceUnit,role,is
system,kind,is
viceInspector,role,can
